id	title	journal	pub_time	pmid	circRNA id	circRNA name	circRNA synonyms	disease	method of circRNA detection	species	expression pattern	associator	host gene	tissue/cell line	functional describution
185	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0004771	hsa_circRNA_103110		papillary thyroid carcinoma	qRT-PCR, microarray	human	up-regulated	hsa-miR-653-5p, hsa-miR-339-5p, hsa-miR-330-5p, hsa-miR-595, hsa-miR-629-3p	NRIP1	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
186	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0091894	hsa_circRNA_105038		papillary thyroid carcinoma	qRT-PCR, microarray	human	up-regulated	hsa-miR-134-3p, hsa-miR-149-5p, hsa-miR-504-5p, hsa-miR-339-5p, hsa-miR-329-5p	FLNA	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
187	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0092315	hsa_circRNA_400064		papillary thyroid carcinoma	qRT-PCR, microarray	human	up-regulated	hsa-miR-658, hsa-miR-494-3p, hsa-miR-675-5p, hsa-miR-604, hsa-miR-361-3p	PWP2	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
188	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0078738	hsa_circRNA_104268		papillary thyroid carcinoma	qRT-PCR, microarray	human	up-regulated	hsa-miR-324-3p, hsa-miR-660-3p, hsa-miR-646 hsa-miR-214-3p, hsa-miR-628-5p	WDR27	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
189	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0064557	hsa_circRNA_103307		papillary thyroid carcinoma	qRT-PCR, microarray	human	up-regulated	hsa-miR-1264, hsa-miR-490-3p, hsa-miR-619-3p, hsa-miR-23a-3p, hsa-miR-23b-3p	SATB1	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
190	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0000516	hsa_circRNA_001379		papillary thyroid carcinoma	qRT-PCR, microarray	human	up-regulated	hsa-miR-18b-3p, hsa-miR-670-5p, hsa-miR-23a-5p, hsa-miR-125a-3p, hsa-miR-125b-5p	RPPH1	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
191	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0004846	hsa_circRNA_101356		papillary thyroid carcinoma	qRT-PCR, microarray	human	up-regulated	hsa-miR-148b-5p, hsa-miR-330-3p, hsa-miR-29b-1-5p, hsa-miR-646 hsa-miR-660-5p	SAMD4A	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
192	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0003505	hsa_circRNA_102002		papillary thyroid carcinoma	qRT-PCR, microarray	human	up-regulated	hsa-miR-141-5p, hsa-miR-625-5p, hsa-miR-143-3p, hsa-miR-124-5p, hsa-miR-191-3p	USP22	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
193	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0081342	hsa_circRNA_104433		papillary thyroid carcinoma	qRT-PCR, microarray	human	up-regulated	hsa-miR-497-5p, hsa-miR-545-3p, hsa-miR-636 hsa-miR-15a-5p, hsa-miR-335-3p	ARPC1B	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
194	Characterization of hsa_circ_0004277 as a New Biomarker for Acute Myeloid Leukemia via Circular RNA Profile and Bioinformatics Analysis	Int J Mol Sci.	2017 Mar 9	28282919	hsa_circ_0004277	-		leukemia	qRT-PCR, microarray	human	down-regulated	hsa-miR-138-5p, hsa-miR-30c-1-3p, hsa-miR-892b, hsa-miR-571, hsa-miR-328-3p	WDR37	tissue and cell line	A downregulated circRNA, hsa_circ_0004277, was characterized and functionally evaluated in a cohort of 115 human samples, thus offering a potential diagnostic marker and treatment target in acute myeloid leukemia (AML).
195	Characterization of hsa_circ_0004277 as a New Biomarker for Acute Myeloid Leukemia via Circular RNA Profile and Bioinformatics Analysis	Int J Mol Sci.	2017 Mar 9	28282919	hsa_circ_0035381	-		acute myeloid leukemia	qRT-PCR, microarray	human	up-regulated	-	PIGB	tissue and cell line	Five abundant circRNAs (hsa_circ_0035381, hsa_circ_0004136, hsa_circ_0058058, hsa_circ_0017446, hsa_circ_0004277) were chosen based on the significant difference and raw signal intensity of expression. qRT-PCR results were consistent with the microarray results, as three circRNAs were upregulated and two were downregulated in AML patients, thus demonstrating high reliability of this circRNA profile.
196	Characterization of hsa_circ_0004277 as a New Biomarker for Acute Myeloid Leukemia via Circular RNA Profile and Bioinformatics Analysis	Int J Mol Sci.	2017 Mar 9	28282919	hsa_circ_0004136	-		acute myeloid leukemia	qRT-PCR, microarray	human	up-regulated	-	KCNQ5	tissue and cell line	Five abundant circRNAs (hsa_circ_0035381, hsa_circ_0004136, hsa_circ_0058058, hsa_circ_0017446, hsa_circ_0004277) were chosen based on the significant difference and raw signal intensity of expression. qRT-PCR results were consistent with the microarray results, as three circRNAs were upregulated and two were downregulated in AML patients, thus demonstrating high reliability of this circRNA profile.
197	Characterization of hsa_circ_0004277 as a New Biomarker for Acute Myeloid Leukemia via Circular RNA Profile and Bioinformatics Analysis	Int J Mol Sci.	2017 Mar 9	28282919	hsa_circ_0058058	-		acute myeloid leukemia	qRT-PCR, microarray	human	up-regulated	-	ATIC	tissue and cell line	Five abundant circRNAs (hsa_circ_0035381, hsa_circ_0004136, hsa_circ_0058058, hsa_circ_0017446, hsa_circ_0004277) were chosen based on the significant difference and raw signal intensity of expression. qRT-PCR results were consistent with the microarray results, as three circRNAs were upregulated and two were downregulated in AML patients, thus demonstrating high reliability of this circRNA profile.
198	Characterization of hsa_circ_0004277 as a New Biomarker for Acute Myeloid Leukemia via Circular RNA Profile and Bioinformatics Analysis	Int J Mol Sci.	2017 Mar 9	28282919	hsa_circ_0017446	-		acute myeloid leukemia	qRT-PCR, microarray	human	down-regulated	-	WDR37	tissue and cell line	Five abundant circRNAs (hsa_circ_0035381, hsa_circ_0004136, hsa_circ_0058058, hsa_circ_0017446, hsa_circ_0004277) were chosen based on the significant difference and raw signal intensity of expression. qRT-PCR results were consistent with the microarray results, as three circRNAs were upregulated and two were downregulated in AML patients, thus demonstrating high reliability of this circRNA profile.
199	Characterization of hsa_circ_0004277 as a New Biomarker for Acute Myeloid Leukemia via Circular RNA Profile and Bioinformatics Analysis	Int J Mol Sci.	2017 Mar 9	28282919	hsa_circ_0049657	-		acute myeloid leukemia	microarray	human	up-regulated	-	NFIX	tissue and cell line	Two upregulated circRNAs (hsa_circ_0035381, hsa_circ_0049657) and three downregulated circRNAs (hsa_circ_0001187, hsa_circ_0008078, hsa_circ_0001947) were found within the whole profile. This result showed us a circRNA signature not only presents in AML, but also potentially contributes to AML risk-status evaluation.
200	Characterization of hsa_circ_0004277 as a New Biomarker for Acute Myeloid Leukemia via Circular RNA Profile and Bioinformatics Analysis	Int J Mol Sci.	2017 Mar 9	28282919	hsa_circ_0001187	-		acute myeloid leukemia	microarray	human	down-regulated	-	DOPEY2	tissue and cell line	Two upregulated circRNAs (hsa_circ_0035381, hsa_circ_0049657) and three downregulated circRNAs (hsa_circ_0001187, hsa_circ_0008078, hsa_circ_0001947) were found within the whole profile. This result showed us a circRNA signature not only presents in AML, but also potentially contributes to AML risk-status evaluation.
201	Characterization of hsa_circ_0004277 as a New Biomarker for Acute Myeloid Leukemia via Circular RNA Profile and Bioinformatics Analysis	Int J Mol Sci.	2017 Mar 9	28282919	hsa_circ_0008078	-		acute myeloid leukemia	microarray	human	down-regulated	-	DOPEY2	tissue and cell line	Two upregulated circRNAs (hsa_circ_0035381, hsa_circ_0049657) and three downregulated circRNAs (hsa_circ_0001187, hsa_circ_0008078, hsa_circ_0001947) were found within the whole profile. This result showed us a circRNA signature not only presents in AML, but also potentially contributes to AML risk-status evaluation.
202	Characterization of hsa_circ_0004277 as a New Biomarker for Acute Myeloid Leukemia via Circular RNA Profile and Bioinformatics Analysis	Int J Mol Sci.	2017 Mar 9	28282919	hsa_circ_0001947	-		acute myeloid leukemia	microarray	human	down-regulated	-	AFF2	tissue and cell line	Two upregulated circRNAs (hsa_circ_0035381, hsa_circ_0049657) and three downregulated circRNAs (hsa_circ_0001187, hsa_circ_0008078, hsa_circ_0001947) were found within the whole profile. This result showed us a circRNA signature not only presents in AML, but also potentially contributes to AML risk-status evaluation.
203	The Characterization of GSDMB Splicing and Backsplicing Profiles Identifies Novel Isoforms and a Circular RNA That Are Dysregulated in Multiple Sclerosis	Int J Mol Sci.	2017 Mar 7	28272342	hsa_circ_0106803	GSDMB ecircRNA		multiple sclerosis	qRT-PCR	human	up-regulated	-	GSDMB	tissue	Both alternative splicing (AS) isoforms and the identified ecircRNA were significantly dysregulated in peripheral blood mononuclear cells of relapsing-remitting multiple sclerosis (MS) patients compared to controls, further supporting the notion that aberrant RNA metabolism is a characteristic feature of the disease.
204	Circular RNA profile identifies circPVT1 as a proliferative factor and prognostic marker in gastric cancer	Cancer Lett.	2017 Mar 1	27986464	-	circPVT1		gastric cancer	qRT-PCR, RNA-seq	human	up-regulated	miR-125a, miR-125b, let-7b	PVT1	tissue and cell line	CircPVT1 may promote cell proliferation by acting as a sponge for members of the miR-125 family. The level of circPVT1 was observed as an independent prognostic marker for overall survival and disease-free survival of patients with GC.
205	Using circular RNA hsa_circ_0000190 as a new biomarker in the diagnosis of gastric cancer	Clin Chim Acta.	2017 Mar	28130019	hsa_circ_0000190	-		gastric cancer	qRT-PCR	human	down-regulated	-	CNIH4	tissue	Hsa_circ_0000190 may be a novel non-invasive biomarker for the diagnosis of gastric cancer.
206	Circular RNA and gene expression profiles in gastric cancer based on microarray chip technology	Oncol Rep.	2017 Mar	28184940	-	hsa_circRNA_400071		gastric cancer	qRT-PCR, microarray	human	up-regulated	-	-	tissue	We randomly verified three circRNAs (hsa_circRNA_400071, hsa_circRNA_000792 and hsa_circRNA_000543) with upregulated expression and three circRNAs (hsa_circRNA_001959, hsa_circRNA_400066 and hsa_circRNA_001066) with downregulated expression. There were significant differences in all of the selected circRNAs (P<0.05) with the exception of hsa_circRNA_000543. Differentially expressed circRNAs had corresponding miRNA binding sites. These circRNAs regulated the expression of target genes through interactions with miRNAs and might become new molecular biomarkers for gastric cancer (GC) in the future. 
207	Circular RNA and gene expression profiles in gastric cancer based on microarray chip technology	Oncol Rep.	2017 Mar	28184940	-	hsa_circRNA_000543 		gastric cancer	qRT-PCR, microarray	human	up-regulated	-	-	tissue	We randomly verified three circRNAs (hsa_circRNA_400071, hsa_circRNA_000792 and hsa_circRNA_000543) with upregulated expression and three circRNAs (hsa_circRNA_001959, hsa_circRNA_400066 and hsa_circRNA_001066) with downregulated expression. There were significant differences in all of the selected circRNAs (P<0.05) with the exception of hsa_circRNA_000543. Differentially expressed circRNAs had corresponding miRNA binding sites. These circRNAs regulated the expression of target genes through interactions with miRNAs and might become new molecular biomarkers for gastric cancer (GC) in the future. 
208	Circular RNA and gene expression profiles in gastric cancer based on microarray chip technology	Oncol Rep.	2017 Mar	28184940	-	hsa_circRNA_001959		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	-	tissue	We randomly verified three circRNAs (hsa_circRNA_400071, hsa_circRNA_000792 and hsa_circRNA_000543) with upregulated expression and three circRNAs (hsa_circRNA_001959, hsa_circRNA_400066 and hsa_circRNA_001066) with downregulated expression. There were significant differences in all of the selected circRNAs (P<0.05) with the exception of hsa_circRNA_000543. Differentially expressed circRNAs had corresponding miRNA binding sites. These circRNAs regulated the expression of target genes through interactions with miRNAs and might become new molecular biomarkers for gastric cancer (GC) in the future. 
209	Circular RNA and gene expression profiles in gastric cancer based on microarray chip technology	Oncol Rep.	2017 Mar	28184940	-	hsa_circRNA_000792		gastric cancer	qRT-PCR, microarray	human	up-regulated	-	-	tissue	We randomly verified three circRNAs (hsa_circRNA_400071, hsa_circRNA_000792 and hsa_circRNA_000543) with upregulated expression and three circRNAs (hsa_circRNA_001959, hsa_circRNA_400066 and hsa_circRNA_001066) with downregulated expression. There were significant differences in all of the selected circRNAs (P<0.05) with the exception of hsa_circRNA_000543. Differentially expressed circRNAs had corresponding miRNA binding sites. These circRNAs regulated the expression of target genes through interactions with miRNAs and might become new molecular biomarkers for gastric cancer (GC) in the future. 
210	Circular RNA and gene expression profiles in gastric cancer based on microarray chip technology	Oncol Rep.	2017 Mar	28184940	-	hsa_circRNA_400066		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	-	tissue	We randomly verified three circRNAs (hsa_circRNA_400071, hsa_circRNA_000792 and hsa_circRNA_000543) with upregulated expression and three circRNAs (hsa_circRNA_001959, hsa_circRNA_400066 and hsa_circRNA_001066) with downregulated expression. There were significant differences in all of the selected circRNAs (P<0.05) with the exception of hsa_circRNA_000543. Differentially expressed circRNAs had corresponding miRNA binding sites. These circRNAs regulated the expression of target genes through interactions with miRNAs and might become new molecular biomarkers for gastric cancer (GC) in the future. 
211	Circular RNA and gene expression profiles in gastric cancer based on microarray chip technology	Oncol Rep.	2017 Mar	28184940	-	hsa_circRNA_001066		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	-	tissue	We randomly verified three circRNAs (hsa_circRNA_400071, hsa_circRNA_000792 and hsa_circRNA_000543) with upregulated expression and three circRNAs (hsa_circRNA_001959, hsa_circRNA_400066 and hsa_circRNA_001066) with downregulated expression. There were significant differences in all of the selected circRNAs (P<0.05) with the exception of hsa_circRNA_000543. Differentially expressed circRNAs had corresponding miRNA binding sites. These circRNAs regulated the expression of target genes through interactions with miRNAs and might become new molecular biomarkers for gastric cancer (GC) in the future. 
212	Identification of differentially expressed circular RNAs in human colorectal cancer	Tumour Biol.	2017 Mar	28349836	-	hsa_circRNA_103809		colorectal cancer	qRT-PCR, microarray	human	down-regulated	miR-511-5p,miR-130b-5p,miR-642a-5p, miR-532-3p, miR-329-5p	ZFR	tissue	The expression levels of hsa_circRNA_103809 and hsa_circRNA_104700 were significantly downregulated in 170 CRC tissues and they were associated with tumor progression.
213	Identification of differentially expressed circular RNAs in human colorectal cancer	Tumour Biol.	2017 Mar	28349836	-	hsa_circRNA_104700		colorectal cancer	qRT-PCR, microarray	human	down-regulated	miR-141-5p,miR-500a-5p,miR-509-3p,miR-619-3p,miR-578	PTK2	tissue	The expression levels of hsa_circRNA_103809 and hsa_circRNA_104700 were significantly downregulated in 170 CRC tissues and they were associated with tumor progression.
214	Hsa_circ_0054633 in peripheral blood can be used as a diagnostic biomarker of pre diabetes and type-2 diabetes mellitus	Acta Diabetol.	2017 Mar	27878383	hsa_circ_0054633	-		diabetes mellitus	qRT-PCR, microarray	human	up-regulated	-	PNPT1	tissue	Hsa_circ_0054633 presented a certain diagnostic capability for pre-diabetes and T2DM.
215	TTBK2 circular RNA promotes glioma malignancy by regulating miR-217/HNF1beta/Derlin-1 pathway	J Hematol Oncol.	2017 Feb 20	28219405	hsa_circ_0000594	circTTBK2		glioma	qRT-PCR, FISH	human	up-regulated	miR-217	TTBK2	tissue and cell line	Enhanced expression of circ-TTBK2 promoted cell proliferation, migration, and invasion, while inhibited apoptosis.
216	Induction of tumor apoptosis through a circular RNA enhancing Foxo3 activity	Cell Death Differ.	2017 Feb	27886165	-	circFoxo3		breast cancer	qRT-PCR	human	down-regulated	FOXO3, p53	FOXO3	tissue and cell line	silencing endogenous circ-Foxo3 enhanced cell viability, whereas ectopic expression of circ-Foxo3 triggered stress-induced apoptosis and inhibited the growth of tumor xenografts
217	Microarray analysis of circular RNA expression patterns in polarized macrophages	Int J Mol Med	2017 Feb	28075448	-	circRNA-003780		polarized macrophages	qRT-PCR, microarray	mice	up-regulated	miR-7083-5p, miR-6902-5p, miR-185-3p, miR-3085-3p, miR-3064-5p	Cdyl	tissue	The present study investigated the global expression patterns of circRNAs in macrophage activation and contributes to the understanding of the role of circRNAs in macrophage polarization under different stimulating conditions.
218	Microarray analysis of circular RNA expression patterns in polarized macrophages	Int J Mol Med	2017 Feb	28075448	-	circRNA-010056		polarized macrophages	qRT-PCR, microarray	mice	up-regulated	miR-138-5p, miR-6981-5p, miR-3079-5p, miR-181b-2-3p, miR-541-5p	Ube3a	tissue	The present study investigated the global expression patterns of circRNAs in macrophage activation and contributes to the understanding of the role of circRNAs in macrophage polarization under different stimulating conditions.
219	Microarray analysis of circular RNA expression patterns in polarized macrophages	Int J Mol Med	2017 Feb	28075448	-	circRNA-010231		polarized macrophages	qRT-PCR, microarray	mice	up-regulated	miR-6950-5p, miR-19b-2-5p, miR-141-5p, miR-1964-5p, miR-145a-3p	Fut8	tissue	The present study investigated the global expression patterns of circRNAs in macrophage activation and contributes to the understanding of the role of circRNAs in macrophage polarization under different stimulating conditions.
220	Microarray analysis of circular RNA expression patterns in polarized macrophages	Int J Mol Med	2017 Feb	28075448	-	circRNA-003424		polarized macrophages	qRT-PCR, microarray	mice	down-regulated	miR-7220-3p, miR-133c, miR-7657-3p, miR-873a-5p, miR-6905-5p	Dgkb	tissue	The present study investigated the global expression patterns of circRNAs in macrophage activation and contributes to the understanding of the role of circRNAs in macrophage polarization under different stimulating conditions.
221	Microarray analysis of circular RNA expression patterns in polarized macrophages	Int J Mol Med	2017 Feb	28075448	-	circRNA-013630		polarized macrophages	qRT-PCR, microarray	mice	down-regulated	miR-7234-5p, miR-324-3p, miR-33-3p, miR-541-5p, miR-7119-5p	Thada	tissue	The present study investigated the global expression patterns of circRNAs in macrophage activation and contributes to the understanding of the role of circRNAs in macrophage polarization under different stimulating conditions.
222	Microarray analysis of circular RNA expression patterns in polarized macrophages	Int J Mol Med	2017 Feb	28075448	-	circRNA-001489		polarized macrophages	qRT-PCR, microarray	mice	down-regulated	miR-6400, miR-1933-5p, miR-374c-5p, miR-7667-5p, miR-7031-5p	Rnf2	tissue	The present study investigated the global expression patterns of circRNAs in macrophage activation and contributes to the understanding of the role of circRNAs in macrophage polarization under different stimulating conditions.
223	Microarray analysis of circular RNA expression patterns in polarized macrophages	Int J Mol Med	2017 Feb	28075448	-	circRNA-018127		polarized macrophages	qRT-PCR, microarray	mice	down-regulated	miR-493-3p, miR-29b-1-5p, miR-383-3p, miR-7087-3p, miR-3064-5p	Ipo11	tissue	The present study investigated the global expression patterns of circRNAs in macrophage activation and contributes to the understanding of the role of circRNAs in macrophage polarization under different stimulating conditions.
224	CircRNA_000203 enhances the expression of fibrosis-associated genes by derepressing targets of miR-26b-5p, Col1a2 and CTGF, in cardiac fibroblasts.	Sci Rep.	2017 Jan 12	28079129	-	circRNA_000203		cardiac fibroblasts	qRT-PCR, microarray	mouse	up-regulated	Col1a2, Col3a1, ¦Á-SMA, miR-26b-5p, CTGF	-	tissue	Enforced-expression of circRNA_000203 could increase expressions of Col1a2, Col3a1 and ¦Á-SMA in mouse cardiac fibroblasts. over-expression of circRNA_000203 could eliminate the anti-fibrosis effect of miR-26b-5p in cardiac fibroblasts.
225	Peripheral blood circular RNA hsa_circ_0124644 can be used as a diagnostic biomarker of coronary artery disease	Sci Rep.	2017 Jan 3	28045102	hsa_circ_0124644	-		coronary artery disease	qPCR, microarray	Human	up-regulated	-	ROBO2	tissues	Hsa_circ_0124644 can be used as a diagnostic biomarker of CAD.
226	Peripheral blood circular RNA hsa_circ_0124644 can be used as a diagnostic biomarker of coronary artery disease	Sci Rep.	2017 Jan 3	28045103	hsa_circ_0082081	-		coronary artery disease	qPCR, microarray	Human	up-regulated	-	CADPS2	tissues	Hsa_circ_0082081 and hsa_circ_0124644 were moderately correlated with the CADS, hsa_circ_0113854 and hsa-circRNA5974-1 were weakly correlated with the CADS and hsa_circ_0098964 was not correlated with the CADS
227	Peripheral blood circular RNA hsa_circ_0124644 can be used as a diagnostic biomarker of coronary artery disease	Sci Rep.	2017 Jan 3	28045104	hsa_circ_0113854	-		coronary artery disease	qPCR, microarray	Human	up-regulated	-	ATG4C	tissues	Hsa_circ_0082081 and hsa_circ_0124644 were moderately correlated with the CADS, hsa_circ_0113854 and hsa-circRNA5974-1 were weakly correlated with the CADS and hsa_circ_0098964 was not correlated with the CADS
228	Peripheral blood circular RNA hsa_circ_0124644 can be used as a diagnostic biomarker of coronary artery disease	Sci Rep.	2017 Jan 3	28045105	hsa_circ_0098964	-		coronary artery disease	qPCR, microarray	Human	up-regulated	-	SRGAP1	tissues	Hsa_circ_0082081 and hsa_circ_0124644 were moderately correlated with the CADS, hsa_circ_0113854 and hsa-circRNA5974-1 were weakly correlated with the CADS and hsa_circ_0098964 was not correlated with the CADS
229	Peripheral blood circular RNA hsa_circ_0124644 can be used as a diagnostic biomarker of coronary artery disease	Sci Rep.	2017 Jan 3	28045105	-	hsa-circRNA5974-1		coronary artery disease	qPCR, microarray	Human	up-regulated	-	-	tissues	Hsa_circ_0082081 and hsa_circ_0124644 were moderately correlated with the CADS, hsa_circ_0113854 and hsa-circRNA5974-1 were weakly correlated with the CADS and hsa_circ_0098964 was not correlated with the CADS
230	Circular RNA ZNF609 functions as a competitive endogenous RNA to regulate AKT3 expression by sponging miR-150-5p in Hirschsprung's disease	Oncotarget.	2017 Jan 3	27903978	hsa_circ_0000615	circZNF609		Hirschsprung disease	qRT-PCR	human	down-regulated	AKT3, miR-150-5p	ZNF609	tissue and cell line	Cir-ZNF609 took part in the onset of HSCR through the crosstalk with AKT3 by competing for shared miR-150-5p.
231	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0007031	-		colorectal cancer	qRT-PCR, microarray	human	up-regulated	miR-324-5p, miR-640, miR-885-3p, miR-103a-3p	TUBGCP3	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
232	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0000504	-		colorectal cancer	qRT-PCR, microarray	human	up-regulated	miR-92a-3p, miR-485-5p, miR-520a-5p, miR-641	TUBGCP3	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
233	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0007006	-		colorectal cancer	qRT-PCR, microarray	human	up-regulated	miR-300, miR-628-5p, miR-653-5p, miR-654-3p	DYM	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
234	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0000237	-		colorectal cancer	microarray	human	up-regulated	-	HNRNPF	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
235	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0074930	-		colorectal cancer	microarray	human	up-regulated	-	SLIT3	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
236	Microarray Analysis of Circular RNA Expression Profile Associated with 5-Fluorouracil-Based Chemoradiation Resistance in Colorectal Cancer Cells	Biomed Res Int.	2017	28656150	hsa_circ_0084353	-		colorectal cancer	microarray	human	up-regulated	-	PRKDC	cell line	To validate the microarray data, four upregulated and four downregulated circRNAs were selected as representatives for further validation by qRT-PCR using primers mentioned in Table 1. According to the data in Figure 3, five of the eight tested circRNAs yielded results quite similar to those of microarray; these well-validated circRNAs included three upregulated circRNAs, hsa_circ_0007031, hsa_circ_0000504, and hsa_circ_0007006.
